Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km),Model_consumption,Cluster
22,117,2,1.6,4,6,2,7.8,184,0,0
22,117,2,2.0,4,15,2,6.9,164,0,0
22,117,2,2.0,4,22,2,7.6,180,0,0
22,117,1,1.6,4,6,2,8.0,190,0,0
22,117,1,1.6,4,22,2,8.8,209,0,0
22,117,1,2.0,4,15,2,7.1,169,0,0
22,150,1,2.5,4,7,2,8.7,207,0,0
22,150,1,1.6,4,13,2,8.2,193,1,0
22,189,9,1.6,4,5,2,4.6,110,0,0
22,189,9,1.6,4,5,2,4.6,110,0,0
22,189,9,1.6,4,5,2,5.3,124,0,0
22,227,0,1.6,4,16,2,6.7,159,0,0
22,227,0,1.6,4,22,2,7.0,166,0,0
22,242,4,3.3,6,13,2,11.5,272,0,1
22,243,11,2.0,4,20,2,7.7,182,0,0
22,243,11,1.6,4,6,2,8.7,205,1,0
22,243,11,2.0,4,20,2,8.2,195,1,0
22,251,11,2.5,4,7,2,9.9,233,1,0
22,251,11,2.5,4,13,2,9.7,227,1,0
22,252,9,2.0,4,15,2,7.9,187,0,0
22,254,11,2.4,4,11,2,9.0,214,1,0
22,254,11,2.0,4,11,2,11.0,261,1,0
22,254,11,2.4,4,11,2,10.0,237,1,0
22,261,2,3.3,6,13,3,11.8,279,1,1
22,270,11,3.8,6,13,2,11.3,265,1,1
23,39,13,6.5,12,6,3,22.4,520,0,2
23,39,13,6.5,12,6,3,22.4,520,0,2
23,39,13,6.5,12,6,3,22.2,515,0,2
23,39,13,6.5,12,6,3,22.2,515,0,2
23,39,13,6.5,12,6,3,23.1,539,0,2
23,39,13,6.5,12,6,3,23.1,539,0,2
23,141,13,5.2,10,6,3,15.7,370,0,2
23,141,13,5.2,10,6,3,15.7,371,1,2
23,141,13,5.2,10,6,3,15.7,370,0,2
23,141,13,5.2,10,6,3,15.7,371,1,2
23,141,13,5.2,10,6,3,15.7,370,0,2
23,288,12,4.0,8,13,3,16.9,384,0,2
24,92,12,2.0,4,13,3,12.3,289,0,0
24,92,12,3.0,6,13,3,12.3,287,0,1
24,92,12,2.0,4,13,3,13.0,306,0,1
24,92,12,3.0,6,13,3,12.3,287,0,1
24,198,12,2.0,4,13,3,11.5,271,0,0
24,93,12,3.0,6,13,3,11.4,270,0,1
24,93,11,2.0,4,14,3,11.5,271,1,0
24,220,12,3.0,6,13,3,11.9,279,0,1
24,220,12,3.0,6,13,0,9.5,256,0,1
24,220,12,5.0,8,13,3,13.0,305,0,2
24,220,12,5.0,8,13,3,13.0,305,0,2
24,220,12,5.0,8,13,3,15.1,354,0,2
24,220,12,5.0,8,13,3,15.6,365,0,2
24,220,12,3.0,6,13,3,11.4,269,1,1
24,220,12,3.0,6,13,0,9.5,256,1,1
24,220,12,5.0,8,13,3,12.5,293,1,2
24,220,12,5.0,8,13,3,14.3,336,1,2
24,220,11,2.0,4,14,3,10.5,247,0,0
24,220,11,2.0,4,13,3,10.4,244,0,0
24,220,11,3.0,6,13,3,10.5,248,0,1
24,220,11,3.0,6,13,3,11.3,265,0,1
25,105,2,2.5,4,13,2,8.4,197,1,0
25,105,2,2.5,4,18,2,5.3,124,0,0
25,9,2,3.5,6,13,2,9.1,213,0,1
25,9,2,3.5,6,13,2,9.4,219,1,1
25,137,12,4.6,8,11,3,14.5,337,0,2
25,5,0,2.0,4,13,3,9.5,221,0,0
25,5,0,3.5,6,11,3,10.8,253,1,1
25,9,0,3.5,6,11,3,10.8,253,1,1
25,14,10,5.0,8,9,3,12.6,294,0,2
25,14,3,5.0,8,9,3,13.0,304,0,2
25,15,10,3.5,6,17,3,8.1,189,0,1
25,14,2,3.5,6,9,3,11.1,269,1,1
25,15,2,3.5,6,17,3,9.2,213,1,1
25,156,12,5.7,8,13,3,16.9,395,0,2
25,193,11,2.0,4,11,3,9.7,226,1,0
25,193,11,2.0,4,11,3,9.9,232,1,0
25,193,11,2.5,4,18,2,7.5,175,1,0
25,5,10,3.5,6,11,3,10.8,253,1,1
25,9,10,3.5,6,11,3,10.8,253,1,1
25,223,10,5.0,8,13,3,12.2,285,0,2
25,9,11,3.5,6,13,2,10.8,252,1,1
25,9,11,3.5,6,13,2,11.1,268,1,1
25,233,12,3.5,6,18,3,7.9,185,1,1
25,233,12,3.5,6,18,3,8.1,190,1,1
25,289,2,2.0,4,9,2,7.2,168,0,0
25,289,0,2.0,4,18,2,5.6,130,0,0
25,289,0,2.0,4,18,2,6.0,140,1,0
26,40,12,3.0,6,9,2,11.9,280,1,1
26,68,11,2.0,4,13,2,9.8,229,1,0
26,68,11,2.3,4,13,2,9.9,232,1,0
26,187,11,2.0,4,3,2,10.7,252,1,0
26,187,11,2.0,4,13,2,10.7,252,1,0
26,187,11,2.7,6,13,2,11.1,262,1,1
26,188,12,3.5,6,9,2,13.5,316,1,1
27,122,2,3.0,6,3,3,11.9,277,0,1
27,122,2,3.0,6,3,3,11.9,277,0,1
27,122,2,3.0,6,3,3,12.6,293,0,1
27,122,2,3.8,8,3,3,14.9,348,0,2
27,155,12,3.0,6,3,3,13.2,308,0,1
27,155,12,3.0,6,3,3,13.2,308,0,1
27,155,12,3.8,8,3,3,15.0,349,0,2
27,155,12,3.8,8,3,3,15.0,349,0,2
27,214,1,3.0,6,3,3,12.5,291,1,1
27,214,1,3.0,6,3,3,12.6,293,1,1
27,214,1,3.8,8,3,3,14.9,348,1,2
28,79,0,2.0,4,11,2,7.7,179,0,0
28,248,0,2.0,4,22,2,8.0,186,0,0
28,79,0,2.0,4,11,2,8.1,189,1,0
28,80,11,2.0,4,11,2,8.1,189,0,0
28,80,11,2.5,4,11,2,8.3,194,0,0
28,80,11,2.0,4,11,2,8.6,202,1,0
28,80,11,2.5,4,11,2,8.9,208,1,0
28,286,11,2.5,4,11,2,9.3,220,1,0
28,81,11,2.5,4,11,2,8.8,206,0,0
28,81,11,2.5,4,11,2,8.5,201,0,0
28,81,11,2.5,4,11,2,9.3,217,1,0
28,81,11,2.5,4,11,2,9.0,209,1,0
28,81,11,2.5,4,11,2,9.8,230,1,0
28,83,11,2.5,4,11,2,10.5,244,1,0
28,176,0,2.0,4,11,2,7.6,178,0,0
28,176,0,2.0,4,22,2,7.7,180,0,0
28,176,0,2.5,4,11,2,7.8,184,0,0
28,176,0,2.5,4,11,2,8.2,193,1,0
28,176,0,2.5,4,11,2,8.8,207,1,0
28,176,2,2.0,4,11,2,7.7,181,0,0
28,176,2,2.0,4,22,2,7.8,181,0,0
28,176,2,2.5,4,11,2,8.1,190,0,0
28,176,2,2.5,4,22,2,8.4,197,0,0
28,176,2,2.5,4,11,2,8.5,200,1,0
28,176,2,2.5,4,11,2,8.9,209,1,0
28,177,2,2.5,4,11,2,8.0,187,0,0
28,286,2,2.5,4,11,2,8.9,208,0,0
28,186,13,2.0,4,11,3,7.9,186,0,0
28,248,13,2.0,4,22,3,8.1,189,0,0
29,1,10,2.0,4,6,3,8.4,197,1,0
29,4,9,2.0,4,6,3,8.2,193,1,0
29,8,10,2.0,4,6,3,9.5,224,1,0
29,8,9,2.0,4,6,3,9.5,224,1,0
29,10,0,3.0,6,4,3,11.3,266,1,1
29,10,10,3.0,6,4,3,10.7,251,1,1
29,10,10,3.0,6,4,3,10.8,254,1,1
29,10,9,3.0,6,4,3,10.6,249,1,1
29,22,0,4.0,8,4,3,11.4,269,1,1
29,22,0,4.0,8,4,3,11.4,269,1,1
29,22,10,4.0,8,4,3,12.0,281,1,1
29,22,10,4.0,8,4,3,11.6,273,1,1
29,8,0,2.0,4,6,3,9.5,224,1,0
29,59,0,2.0,4,7,3,10.3,242,1,0
29,17,0,3.0,6,4,3,10.3,242,1,1
29,17,2,3.0,6,4,3,9.5,225,1,1
29,17,10,3.0,6,4,3,10.2,239,1,1
29,17,10,3.0,6,4,3,10.0,235,1,1
29,17,8,3.0,6,4,3,10.1,238,1,1
29,22,2,4.0,8,4,3,12.8,301,1,2
29,22,8,4.0,8,4,3,12.8,300,1,2
29,264,12,4.0,8,4,3,17.2,396,1,2
29,264,11,2.0,4,7,3,9.4,219,1,0
29,264,11,2.0,4,7,3,10.4,243,1,0
29,264,11,2.0,4,7,3,10.1,237,1,0
29,264,11,3.0,6,4,3,11.6,272,1,1
29,126,11,3.0,6,4,3,11.7,277,1,1
29,264,11,4.0,8,4,3,13.5,319,1,2
29,22,11,4.0,8,4,3,13.2,311,1,2
29,264,12,3.0,6,4,3,12.1,285,1,1
29,127,12,3.0,6,4,3,11.7,273,1,1
29,264,12,4.0,8,4,3,14.5,340,1,2
29,22,12,4.0,8,4,3,14.7,347,1,2
29,264,12,4.0,8,4,3,14.8,347,1,2
29,17,0,3.0,6,4,3,10.9,255,1,1
29,22,0,4.0,8,4,3,13.7,322,1,2
29,22,0,4.0,8,4,3,13.3,312,1,2
29,132,13,4.0,8,6,3,13.9,328,1,2
29,132,13,4.0,8,6,3,14.2,332,1,2
29,132,13,4.0,8,6,3,14.1,330,1,2
29,132,13,4.0,8,6,3,14.4,339,1,2
29,22,10,4.0,8,4,3,13.5,317,1,2
29,22,0,4.0,8,4,3,12.4,293,1,2
29,5,0,2.0,4,4,3,8.7,204,1,0
29,5,10,2.0,4,4,3,9.5,223,1,0
29,5,10,2.0,4,4,3,9.0,210,1,0
29,5,9,2.0,4,4,3,9.1,214,1,0
29,4,0,2.0,4,6,3,8.6,201,1,0
29,12,0,3.0,6,4,3,9.4,222,1,1
29,9,2,2.0,4,4,3,9.4,221,1,0
29,12,2,3.0,6,4,3,9.2,217,1,1
29,12,10,3.0,6,4,3,9.3,219,1,1
29,12,10,3.0,6,4,3,9.3,218,1,1
29,12,8,3.0,6,4,3,9.6,226,1,1
29,264,12,4.0,8,4,3,13.1,307,0,2
29,264,11,2.0,4,7,3,8.7,203,1,0
29,264,11,2.0,4,7,3,9.2,216,1,0
29,264,11,2.0,4,4,3,10.0,235,1,0
29,5,11,2.0,4,4,3,9.6,226,1,0
29,264,12,2.0,4,4,3,10.8,254,1,0
29,264,12,3.0,6,4,3,10.4,244,1,1
29,264,12,3.0,6,4,3,11.0,257,1,1
29,264,12,4.0,8,4,3,13.0,305,1,2
29,264,12,4.0,8,4,3,14.8,346,1,2
29,175,1,4.0,8,4,3,12.9,301,1,2
29,181,7,2.0,4,4,3,11.5,268,0,0
29,181,7,2.0,4,4,3,11.5,268,0,0
29,181,7,2.0,4,4,3,12.2,284,0,0
29,14,1,3.0,6,4,3,9.8,230,1,1
29,20,10,4.0,8,4,3,12.0,282,0,1
29,20,0,4.0,8,4,3,12.0,282,1,1
29,21,1,4.0,8,4,3,12.2,285,1,2
30,94,10,1.5,3,6,3,7.5,176,0,0
30,94,10,1.5,3,22,3,7.7,180,0,0
30,94,10,1.5,3,6,3,7.5,176,0,0
30,94,10,1.5,3,22,3,7.7,180,0,0
30,31,2,1.5,3,13,3,8.5,198,0,0
30,65,3,1.5,3,6,3,7.5,176,0,0
30,65,3,1.5,3,22,3,7.7,180,0,0
30,31,2,1.5,3,13,3,8.8,206,0,0
30,94,10,2.0,4,6,3,7.9,184,0,0
30,94,10,2.0,4,22,3,8.8,206,0,0
30,94,10,2.0,4,6,3,7.9,184,0,0
30,94,10,2.0,4,22,3,8.8,206,0,0
30,31,2,2.0,4,13,3,8.9,207,0,0
30,66,3,2.0,4,6,3,8.1,191,0,0
30,66,3,2.0,4,22,3,9.0,209,0,0
30,31,2,2.0,4,13,3,9.1,212,0,0
30,94,10,2.0,4,13,3,8.1,190,0,0
30,94,10,2.0,4,22,3,8.8,206,0,0
30,149,2,2.0,4,13,3,9.0,210,0,0
30,149,3,2.0,4,13,3,8.3,194,0,0
30,149,2,2.0,4,13,3,9.0,210,0,0
30,149,10,2.0,4,13,3,8.9,208,0,0
31,182,0,1.2,3,15,2,6.2,143,0,0
31,182,0,1.2,3,21,2,6.5,151,0,0
31,232,11,2.0,4,18,2,8.8,206,0,0
31,232,11,2.0,4,18,2,9.2,213,1,0
31,232,11,2.4,4,18,2,9.4,218,1,0
32,33,2,2.5,4,15,2,7.9,187,1,0
32,33,2,2.5,4,15,2,8.1,190,1,0
32,34,12,5.6,8,12,3,15.4,362,1,2
32,133,10,3.8,6,5,3,12.8,300,0,1
32,151,2,1.6,4,15,2,7.2,169,0,0
32,174,2,3.5,6,19,3,9.9,233,0,1
32,184,8,3.5,6,19,2,10.2,240,0,1
32,184,8,3.5,6,19,2,10.4,245,1,1
32,192,7,2.0,4,15,2,9.5,223,0,0
32,213,9,2.0,4,20,2,8.1,191,0,0
32,213,9,2.0,4,22,2,9.0,212,0,0
32,213,9,2.0,4,20,2,8.4,197,1,0
32,229,11,2.5,4,20,2,8.1,189,0,0
32,229,11,2.5,4,20,2,8.3,195,1,0
32,244,2,2.0,4,15,2,7.1,167,0,0
32,244,2,2.0,4,15,2,7.3,171,0,0
32,244,2,2.0,4,22,2,8.0,187,0,0
32,244,2,2.0,4,22,2,8.1,190,0,0
32,274,6,5.6,8,14,3,13.4,314,1,2
32,208,6,5.6,8,14,3,13.6,321,1,2
32,296,0,1.6,4,15,2,6.7,158,0,0
32,296,0,1.6,4,21,2,7.7,181,0,0
33,23,13,2.0,4,6,3,10.0,233,0,0
33,23,13,2.0,4,22,3,10.5,245,0,0
33,23,13,2.0,4,6,3,10.1,236,0,0
33,23,13,2.0,4,22,3,10.5,245,0,0
33,23,13,2.5,4,6,3,10.9,255,0,0
33,23,13,2.5,4,22,3,11.2,263,0,0
33,23,13,4.0,6,6,3,11.1,260,0,1
33,23,13,4.0,6,22,3,12.2,284,0,1
33,23,13,2.0,4,6,3,10.0,233,0,0
33,23,13,2.0,4,22,3,10.5,245,0,0
33,23,13,2.0,4,6,3,10.1,236,0,0
33,23,13,2.0,4,22,3,10.5,245,0,0
33,23,13,2.5,4,6,3,10.9,255,0,0
33,23,13,2.5,4,22,3,11.2,263,0,0
33,23,13,4.0,6,6,3,11.1,260,0,1
33,23,13,4.0,6,22,3,12.2,284,0,1
33,23,13,4.0,6,6,3,11.6,271,0,1
33,23,13,4.0,6,22,3,12.2,286,0,1
33,23,13,4.0,6,6,3,11.6,271,0,1
33,23,13,4.0,6,22,3,12.2,286,0,1
33,28,3,3.0,6,7,3,11.6,275,0,1
33,28,3,3.0,6,7,3,11.6,275,0,1
33,28,3,3.0,6,7,3,11.6,275,0,1
33,28,3,3.0,6,7,3,11.6,275,0,1
33,28,3,3.0,6,7,3,11.7,274,0,1
33,28,3,3.0,6,23,3,11.3,264,0,1
33,28,3,3.0,6,7,3,11.8,275,0,1
33,28,3,3.0,6,23,3,11.8,275,0,1
33,28,3,3.0,6,7,3,11.7,273,0,1
33,28,3,3.0,6,23,3,11.8,275,0,1
33,28,3,3.0,6,7,3,11.7,273,0,1
33,28,3,3.0,6,23,3,12.0,281,0,1
33,28,3,3.0,6,7,3,11.6,275,0,1
33,28,3,3.0,6,7,3,11.8,274,0,1
33,28,3,3.0,6,23,3,11.9,278,0,1
33,28,3,3.7,6,7,3,13.7,321,0,1
33,28,3,3.7,6,7,3,13.9,324,0,1
33,28,3,3.7,6,7,3,13.7,321,0,1
33,28,3,3.7,6,7,3,14.1,328,0,1
33,53,12,3.0,6,13,3,11.5,269,0,1
33,53,12,3.0,6,13,3,11.6,271,0,1
33,53,12,2.9,6,13,3,11.9,278,0,1
33,53,12,2.9,6,13,3,12.3,286,0,1
33,134,12,4.0,8,13,3,14.2,331,0,2
33,134,12,4.0,8,13,3,14.0,326,0,2
33,53,12,4.0,8,13,3,14.1,329,0,2
33,53,12,4.0,8,13,3,14.2,332,0,2
33,171,11,2.0,4,6,3,11.3,264,0,0
33,171,11,2.9,6,6,3,11.5,274,0,1
33,134,11,2.9,6,6,3,12.2,285,0,1
33,286,11,2.9,6,6,3,12.5,293,0,1
33,201,1,2.9,6,7,3,11.6,274,0,1
33,201,1,2.9,6,7,3,11.5,274,0,1
33,201,1,2.9,6,7,3,12.2,289,0,1
33,201,1,2.9,6,7,3,11.7,274,0,1
33,201,1,2.9,6,7,3,11.4,276,0,1
33,201,1,2.9,6,7,3,12.2,292,0,1
33,201,1,2.9,6,7,3,12.2,292,0,1
33,134,1,4.0,8,7,3,13.7,323,0,2
33,134,1,4.0,8,7,3,13.9,323,0,2
33,286,1,4.0,8,7,3,13.5,326,0,2
33,286,1,4.0,8,7,3,13.5,326,0,2
33,286,1,4.0,8,7,3,13.5,326,0,2
34,0,6,3.0,6,3,0,9.0,243,0,1
34,0,6,3.0,6,3,0,8.9,238,0,1
34,0,6,3.6,6,3,2,10.8,253,0,1
34,0,6,3.6,6,3,2,10.4,245,0,1
34,0,6,5.7,8,3,2,13.6,320,0,2
34,0,6,5.7,8,3,2,12.4,290,0,2
34,0,6,3.0,6,3,0,9.7,260,1,1
34,0,6,3.6,6,3,2,11.0,259,1,1
34,0,6,5.7,8,3,2,13.8,325,1,2
34,0,6,5.7,8,3,2,12.5,294,1,2
34,0,6,6.2,8,3,3,19.8,465,1,2
34,0,6,3.6,6,3,2,11.9,280,0,1
34,0,6,5.7,8,3,2,13.6,319,0,2
34,0,6,3.6,6,3,2,12.6,294,1,1
34,0,6,5.7,8,3,2,14.1,330,1,2
34,209,7,2.4,4,4,2,9.9,232,0,0
35,78,8,6.7,12,13,3,16.5,386,0,2
35,44,8,6.7,12,13,3,16.5,386,0,2
35,85,0,6.6,12,13,3,17.4,408,0,2
35,44,0,6.6,12,13,3,17.4,408,0,2
35,123,1,6.7,12,13,3,16.7,387,0,2
35,123,1,6.7,12,13,3,16.7,387,0,2
35,205,1,6.7,12,13,3,16.3,382,0,2
35,205,1,6.7,12,13,3,16.3,382,0,2
35,301,2,6.6,12,13,3,16.5,387,0,2
35,44,2,6.6,12,13,3,16.5,387,0,2
36,36,12,2.4,4,20,2,10.4,244,1,0
36,72,11,2.0,4,20,2,7.9,185,1,0
36,72,11,2.0,4,22,2,9.4,220,1,0
36,72,11,2.5,4,20,2,8.0,188,1,0
36,116,11,2.5,4,19,2,8.2,192,1,0
36,144,2,2.0,4,19,2,7.5,174,1,0
36,144,2,2.0,4,21,2,9.0,210,1,0
36,144,9,2.0,4,19,2,7.6,178,1,0
36,144,9,2.0,4,21,2,9.0,211,1,0
36,154,1,2.4,4,20,2,8.7,205,1,0
36,154,1,2.5,4,20,2,7.9,184,1,0
36,195,11,2.4,4,20,2,9.1,213,1,0
36,195,11,2.5,4,20,2,8.2,192,1,0
36,303,0,2.0,4,20,3,11.5,269,1,0
36,303,0,2.0,4,22,3,10.4,243,1,0
36,303,0,2.5,4,22,3,12.8,301,1,1
37,13,12,4.0,6,10,2,13.8,321,1,1
37,13,12,4.0,6,10,2,13.8,321,1,1
37,38,2,3.5,6,13,2,9.5,221,0,1
37,38,2,2.5,4,13,2,8.4,197,1,0
37,48,0,2.0,4,12,2,8.2,189,0,0
37,50,2,2.5,4,13,2,7.4,173,0,0
37,50,2,2.5,4,13,2,7.6,177,0,0
37,50,2,3.5,6,13,2,9.0,210,0,1
37,50,2,3.5,6,13,2,9.2,215,0,1
37,50,2,3.5,6,13,2,9.4,220,0,1
37,50,2,2.5,4,13,2,8.2,190,1,0
37,50,2,2.5,4,13,2,8.4,197,1,0
37,50,2,2.5,4,15,2,4.9,113,-1,0
37,50,2,2.5,4,15,2,5.1,121,-1,0
37,67,0,1.8,4,15,2,7.1,165,0,0
37,67,0,1.8,4,15,2,7.3,170,0,0
37,67,0,1.8,4,22,2,7.1,165,0,0
37,67,0,2.0,4,17,2,6.8,159,0,0
37,67,0,2.0,4,17,2,7.0,164,0,0
37,67,0,2.0,4,22,2,7.4,173,0,0
37,67,0,2.0,4,17,2,7.0,164,0,0
37,67,0,2.0,4,22,2,7.5,178,0,0
37,67,0,2.0,4,17,2,6.7,158,0,0
37,67,0,2.0,4,22,2,7.6,179,0,0
37,67,0,1.8,4,15,2,4.5,106,-1,0
37,129,13,2.0,4,13,3,8.4,197,0,0
37,129,13,3.0,6,13,3,9.4,218,0,1
37,138,11,3.5,6,13,2,10.3,240,0,1
37,138,11,3.5,6,13,2,10.3,241,1,1
37,138,12,2.5,4,15,2,6.7,158,-1,0
37,138,12,2.5,4,15,2,6.7,156,-1,0
37,207,2,1.8,4,15,2,4.5,106,0,0
37,207,2,1.8,4,15,2,4.8,111,1,0
37,222,11,2.5,4,13,2,7.9,184,0,0
37,222,11,2.5,4,13,2,7.7,180,0,0
37,222,11,2.5,4,13,2,8.4,195,1,0
37,222,11,2.5,4,13,2,8.0,187,1,0
37,222,11,2.5,4,13,2,7.9,184,1,0
37,222,11,2.5,4,13,2,8.5,200,1,0
37,222,11,2.5,4,15,2,6.0,140,-1,0
37,245,12,5.7,8,11,2,16.4,384,1,2
37,246,4,2.5,4,15,2,6.5,153,0,0
37,246,4,2.5,4,15,2,6.7,157,1,0
37,267,5,3.5,6,11,2,11.8,278,1,1
37,267,5,3.5,6,22,2,12.7,299,1,1
37,267,5,3.5,6,22,2,12.9,300,1,1
37,285,6,5.7,8,11,2,15.9,371,0,2
37,285,6,5.7,8,11,2,16.3,382,1,2
37,295,11,2.5,4,15,2,6.1,141,1,0
38,35,1,2.0,4,13,3,9.8,230,1,0
38,37,11,2.0,4,13,2,10.9,256,1,0
38,37,12,3.6,6,13,2,12.9,301,1,1
38,37,11,2.0,4,13,2,10.9,257,1,0
38,37,11,3.6,6,13,2,12.3,289,1,1
38,128,0,1.4,4,13,2,7.5,174,0,0
38,128,0,1.4,4,22,2,7.1,166,0,0
38,128,0,2.0,4,6,2,8.6,201,0,0
38,128,0,2.0,4,22,2,9.1,213,0,0
38,148,0,1.4,4,13,2,7.1,165,0,0
38,148,0,1.4,4,22,2,6.9,162,0,0
38,148,0,2.0,4,6,2,8.4,195,0,0
38,148,0,2.0,4,22,2,8.5,198,0,0
38,202,2,2.0,4,11,2,8.3,195,0,0
38,273,11,2.0,4,13,2,9.4,219,0,0
38,273,11,2.0,4,13,2,9.9,232,1,0
39,265,0,2.0,4,13,3,8.6,200,0,0
39,265,0,2.0,4,13,3,9.2,215,1,0
39,238,0,2.0,4,13,3,9.4,219,1,0
39,266,2,2.0,4,13,3,9.6,224,1,0
39,265,9,2.0,4,13,3,8.6,200,0,0
39,290,9,2.0,4,13,3,9.6,224,1,0
39,265,9,2.0,4,13,3,9.4,220,1,0
39,310,11,2.0,4,13,2,9.3,217,1,0
39,265,11,2.0,4,13,3,9.4,219,1,0
39,265,11,2.0,4,13,3,9.9,230,1,0
39,311,11,2.0,4,13,3,10.3,240,1,0
39,265,12,2.0,4,13,3,10.1,236,1,0
39,312,12,2.0,4,13,3,10.5,245,1,0
0,143,0,2.4,4,7,3,8.6,200,0,0
0,180,11,3.5,6,9,3,11.2,263,1,1
0,287,12,3.0,6,9,3,12.4,291,0,1
2,87,3,5.2,12,3,3,13.8,324,1,2
2,89,3,5.2,12,3,3,13.8,324,1,2
2,90,12,4.0,8,4,3,14.6,343,1,2
3,272,10,2.0,4,6,2,7.6,178,1,0
3,272,0,2.0,4,6,3,8.2,190,1,0
3,272,10,2.0,4,6,3,9.1,214,1,0
3,272,2,2.0,4,6,3,8.9,208,1,0
3,272,2,3.0,6,6,3,9.6,224,1,1
3,272,8,3.0,6,6,3,10.0,234,1,1
3,272,2,3.0,6,6,3,9.6,224,1,1
3,272,1,3.0,6,13,3,10.6,248,1,1
3,272,11,2.0,4,13,2,9.2,215,1,0
3,272,11,2.0,4,13,2,10.0,233,1,0
3,272,11,2.0,4,6,3,9.3,217,1,0
3,272,11,2.0,4,6,3,9.4,220,1,0
3,272,11,2.0,4,6,3,9.4,220,1,0
3,272,12,2.0,4,13,3,10.8,252,1,0
3,272,12,3.0,6,13,3,11.7,273,1,1
3,272,12,3.0,6,13,3,11.7,273,1,1
3,219,13,5.2,10,6,3,13.8,322,0,2
3,219,13,5.2,10,6,3,15.3,356,1,2
3,219,13,5.2,10,6,3,13.8,322,0,2
3,219,13,5.2,10,6,3,15.3,356,1,2
3,231,10,2.9,6,13,3,11.4,267,1,1
3,255,2,2.9,6,13,3,11.4,268,1,1
3,234,10,2.0,4,6,3,8.8,206,1,0
3,235,0,3.0,6,13,3,9.7,227,1,1
3,236,10,3.0,6,13,3,10.0,233,1,1
3,236,10,3.0,6,13,3,9.7,227,1,1
3,255,2,3.0,6,13,3,9.7,227,1,1
3,237,2,2.9,6,13,3,10.9,254,1,1
3,255,2,2.9,6,13,3,10.9,254,1,1
3,240,1,4.0,8,13,3,13.8,323,1,2
3,256,11,3.0,6,13,3,11.2,262,1,1
3,255,11,3.0,6,13,3,11.2,262,1,1
3,257,12,4.0,8,13,3,13.9,325,1,2
3,258,12,4.0,8,13,3,13.9,325,1,2
3,272,10,2.0,4,6,2,9.4,218,1,0
3,272,13,2.0,4,6,2,9.4,218,1,0
3,283,10,2.0,4,6,3,9.0,209,1,0
4,43,12,6.0,12,13,3,16.3,383,0,2
4,64,10,4.0,8,7,3,12.2,287,0,2
4,64,3,4.0,8,7,3,12.5,294,0,2
4,64,10,6.0,12,7,3,16.2,379,0,2
4,64,3,6.0,12,7,3,17.0,395,0,2
5,11,10,2.0,4,13,3,8.7,202,0,0
5,18,2,2.0,4,13,3,8.9,206,0,0
5,19,1,3.0,6,13,3,9.4,219,0,1
5,24,1,4.4,8,13,3,12.0,279,0,2
5,25,1,4.4,8,13,3,12.0,279,0,2
5,32,1,4.4,8,13,3,12.0,279,0,2
5,32,2,4.4,8,13,3,12.0,279,1,2
5,158,0,2.0,4,13,3,9.2,214,1,0
5,159,10,3.0,6,13,3,9.1,212,0,1
5,160,0,3.0,6,22,3,12.6,293,0,1
5,63,0,3.0,6,13,3,12.6,292,0,1
5,63,0,3.0,6,13,3,12.7,296,0,1
5,161,0,3.0,6,13,3,9.2,214,0,1
5,63,10,3.0,6,13,3,12.9,301,0,1
5,163,10,3.0,6,22,3,12.6,293,0,1
5,63,10,3.0,6,13,3,12.6,292,0,1
5,63,10,3.0,6,13,3,12.7,296,0,1
5,165,10,3.0,6,13,3,9.1,211,0,1
5,165,10,3.0,6,13,3,9.2,214,0,1
5,165,0,3.0,6,13,3,9.6,224,1,1
5,166,2,4.4,8,13,3,13.8,322,0,2
5,63,2,4.4,8,13,3,13.8,322,0,2
5,166,2,4.4,8,13,3,13.8,322,0,2
5,167,2,4.4,8,13,3,11.6,271,0,2
5,169,10,4.4,8,13,3,13.8,322,0,2
5,63,10,4.4,8,13,3,13.8,322,0,2
5,169,10,4.4,8,13,3,13.8,322,0,2
5,63,10,4.4,8,13,3,13.8,322,0,2
5,169,2,4.4,8,13,3,13.8,322,1,2
5,63,2,4.4,8,13,3,13.8,322,1,2
5,170,10,4.4,8,13,3,12.0,279,0,2
5,170,10,4.4,8,13,3,11.6,271,0,2
5,170,2,4.4,8,13,3,12.0,279,1,2
5,304,11,2.0,4,13,3,8.8,207,0,0
5,304,11,2.0,4,13,3,8.9,207,0,0
5,305,11,2.0,4,13,3,9.9,230,0,0
5,305,11,3.0,6,13,3,13.9,323,0,1
5,63,11,3.0,6,13,3,13.9,323,0,1
5,305,11,3.0,6,13,3,10.3,241,0,1
5,306,11,2.0,4,13,3,9.9,230,0,0
5,306,11,3.0,6,13,3,13.9,323,0,1
5,63,11,3.0,6,13,3,13.9,323,0,1
5,306,11,3.0,6,13,3,10.3,241,0,1
5,307,12,3.0,6,13,3,10.4,241,0,1
5,308,12,3.0,6,13,3,10.4,241,0,1
5,320,13,2.0,4,13,3,8.5,199,0,0
5,164,13,3.0,6,13,3,9.6,223,0,1
6,57,13,8.0,16,6,3,26.1,608,1,2
7,100,12,3.6,6,4,2,11.2,263,0,1
7,101,11,1.4,4,11,2,8.6,201,0,0
7,101,11,1.4,4,11,2,9.1,214,1,0
